217	180	fin_sharesalloc	17	sha_c1	9196382	9202407	int4	1	\N	sha_id	\N
218	180	fin_sharesalloc	17	sha_c2	6025	0	int4	1	\N	sha_id	\N
219	182	hr_contracts	383	ctr_termindt	04-Nov-2023	03-Nov-2023	int4	1	\N	ctr_id	\N
220	183	fin_sharesalloc	45	sha_c2	6755896	6583396	int4	1	\N	sha_id	\N
221	183	fin_sharesalloc	45	sha_cf	388498	560998	int4	1	\N	sha_id	\N
222	183	fin_sharesalloc	45	sha_pcc	27207972	27035472	int4	1	\N	sha_id	\N
223	183	fin_sharesalloc	45	sha_prj	27207972	27035472	int4	1	\N	sha_id	\N
224	184	fin_sharesalloc	22	sha_c1	101212395	101211767	int4	3	\N	sha_id	\N
225	184	fin_sharesalloc	22	sha_c2	12383321	12383244	int4	3	\N	sha_id	\N
226	184	fin_sharesalloc	22	sha_cf	90000	854094	int4	1	\N	sha_id	\N
227	184	fin_sharesalloc	22	sha_pcc	113660000	112895906	int4	1	\N	sha_id	\N
228	184	fin_sharesalloc	22	sha_prj	113660000	113659295	int4	3	\N	sha_id	\N
229	185	fin_sharesalloc	21	sha_c1	55254528	55205352	int4	3	\N	sha_id	\N
230	185	fin_sharesalloc	21	sha_c2	14625472	14612456	int4	3	\N	sha_id	\N
231	185	fin_sharesalloc	21	sha_cf	120000	1618200	int4	1	\N	sha_id	\N
232	185	fin_sharesalloc	21	sha_pcc	69880000	68381800	int4	1	\N	sha_id	\N
233	185	fin_sharesalloc	21	sha_prj	69880000	69817808	int4	3	\N	sha_id	\N
234	186	fin_sharesalloc	24	sha_c1	64133136	62964318	int4	1	\N	sha_id	\N
235	186	fin_sharesalloc	24	sha_c3	4750000	1960081	int4	1	\N	sha_id	\N
236	186	fin_sharesalloc	24	sha_cf	1422500	5381237	int4	1	\N	sha_id	\N
237	186	fin_sharesalloc	24	sha_pcc	97087115	93128378	int4	1	\N	sha_id	\N
238	186	fin_sharesalloc	24	sha_prj	97087115	93128378	int4	1	\N	sha_id	\N
239	187	fin_sharesalloc	45	sha_c2	6755896	1598396	int4	1	\N	sha_id	\N
240	187	fin_sharesalloc	45	sha_cf	388498	5545998	int4	1	\N	sha_id	\N
241	187	fin_sharesalloc	45	sha_pcc	27207972	22050472	int4	1	\N	sha_id	\N
242	187	fin_sharesalloc	45	sha_prj	27207972	22050472	int4	1	\N	sha_id	\N
243	188	fin_sharesalloc	24	sha_c1	64133136	59751899	int4	1	\N	sha_id	\N
244	188	fin_sharesalloc	24	sha_c2	28203979	28453979	int4	1	\N	sha_id	\N
245	188	fin_sharesalloc	24	sha_cf	1422500	5553737	int4	1	\N	sha_id	\N
246	188	fin_sharesalloc	24	sha_pcc	97087115	92955878	int4	1	\N	sha_id	\N
247	188	fin_sharesalloc	24	sha_prj	97087115	92955878	int4	1	\N	sha_id	\N
248	189	fin_sharesalloc	8	sha_c1	154112000	152265870	int4	1	\N	sha_id	\N
249	189	fin_sharesalloc	8	sha_c2	19529000	19295059	int4	1	\N	sha_id	\N
250	189	fin_sharesalloc	8	sha_c3	4162000	4112143	int4	1	\N	sha_id	\N
251	189	fin_sharesalloc	8	sha_cf	197000	2326928	int4	1	\N	sha_id	\N
252	189	fin_sharesalloc	8	sha_pcc	177803000	175673072	int4	1	\N	sha_id	\N
253	189	fin_sharesalloc	8	sha_prj	177803000	175673072	int4	1	\N	sha_id	\N
254	190	fin_sharesalloc	8	sha_c1	154112000	151982072	int4	1	\N	sha_id	\N
255	190	fin_sharesalloc	8	sha_cf	197000	2326928	int4	1	\N	sha_id	\N
256	190	fin_sharesalloc	8	sha_pcc	177803000	175673072	int4	1	\N	sha_id	\N
257	190	fin_sharesalloc	8	sha_prj	177803000	175673072	int4	1	\N	sha_id	\N
258	191	fin_transfers	45	trf_amount_x1	64000000	64027350	int4	1	\N	trf_id	\N
259	191	fin_transfers	46	trf_amount_x2	17299145	17326495	int4	1	\N	trf_id	\N
260	191	fin_commitments	1541	cmt_amount_x2	17299145	17326495	int4	3	n	cmt_id	\N
261	191	fin_commitments	1540	cmt_amount_x1	64000000	64027350	int4	3	\N	cmt_id	\N
262	192	fin_transfers	69	trf_amount_x1	224920000	225258000	int4	1	\N	trf_id	\N
263	192	fin_transfers	70	trf_amount_x2	60932726	61270726	int4	1	\N	trf_id	\N
264	192	fin_commitments	3098	cmt_amount_x2	60932726	61270726	int4	3	n	cmt_id	\N
265	192	fin_commitments	3097	cmt_amount_x1	224920000	225258000	int4	3	\N	cmt_id	\N
266	193	fin_sharesalloc	45	sha_c2	6755896	6238396	int4	1	\N	sha_id	\N
267	193	fin_sharesalloc	45	sha_cf	388498	905998	int4	1	\N	sha_id	\N
268	193	fin_sharesalloc	45	sha_pcc	27207972	26690472	int4	1	\N	sha_id	\N
269	193	fin_sharesalloc	45	sha_prj	27207972	26690472	int4	1	\N	sha_id	\N
270	194	fin_transfers	69	trf_amount_x1	224920000	234920000	int4	1	\N	trf_id	\N
271	194	fin_transfers	70	trf_amount_x2	60932726	70932726	int4	1	\N	trf_id	\N
272	194	fin_commitments	3098	cmt_amount_x2	60932726	70932726	int4	3	n	cmt_id	\N
273	194	fin_commitments	3097	cmt_amount_x1	224920000	234920000	int4	3	\N	cmt_id	\N
274	200	fin_sharesalloc	32	sha_c2	3648000	3298000	int4	1	\N	sha_id	\N
275	200	fin_sharesalloc	32	sha_cf	192000	542000	int4	1	\N	sha_id	\N
276	200	fin_sharesalloc	32	sha_pcc	10648000	10298000	int4	1	\N	sha_id	\N
277	200	fin_sharesalloc	32	sha_prj	10648000	10298000	int4	1	\N	sha_id	\N
278	204	fin_transactions	4551	trn_amount1_x2	2636575	2646575	int4	1	n	trn_id	\N
279	204	(none)	(none)	rdw_share	6899175	6889175	numeric	1	\N	(none)	\N
280	204	fin_sharesinstall	139	shi_pcc	5993177	5983177	int4	1	\N	shi_id	\N
281	204	fin_transactions	4551	trn_amount2_x2	2636575	2646575	int4	3	n	trn_id	\N
282	213	hr_emps	11-23-12-9214	emp_id	11-23-12-9214	13-23-12-9214	varchar	1	\N	emp_id	\N
283	214	hr_emps	11-23-12-9214	emp_id	11-23-12-9214	13-23-12-9214	varchar	1	\N	emp_id	\N
284	219	fin_transfers	55	trf_amount_x1	135000000	135058000	int4	1	\N	trf_id	\N
285	219	fin_transfers	56	trf_amount_x2	36490385	36548385	int4	1	\N	trf_id	\N
286	219	fin_commitments	1928	cmt_amount_x2	36490385	36548385	int4	3	n	cmt_id	\N
287	219	fin_commitments	1927	cmt_amount_x1	135000000	135058000	int4	3	\N	cmt_id	\N
288	220	fin_subheads	68	sbh_alloc_x3_z(Misc Share)	109766	110072	int4	2	\N	sbh_id	\N
289	223	pur_purcases	1369	pcs_remarks	50% advance 50% after receipt of goods	100% payment after delivery	int4	1	\N	pcs_id	\N
290	224	fin_transfers	49	trf_amount_x1	16000000	16034188	int4	1	\N	trf_id	\N
291	224	fin_transfers	50	trf_amount_x2	4324786	4358974	int4	1	\N	trf_id	\N
292	224	fin_commitments	1922	cmt_amount_x2	4324786	4358974	int4	3	n	cmt_id	\N
293	224	fin_commitments	1921	cmt_amount_x1	16000000	16034188	int4	3	\N	cmt_id	\N
294	225	pur_purcases	1369	pcs_remarks	50% advance 50% after receipt of goods	100% payment after delivery	int4	1	\N	pcs_id	\N
295	226	pur_purcases	1369	pcs_remarks	50% advance 50% after receipt of goods	100% payment after delivery	int4	1	\N	pcs_id	\N
296	227	fin_transactions	4944	trn_amount1_x1	13453000	13455000	int4	1	\N	trn_id	\N
297	227	fin_transactions	4945	trn_amount1_x2	8555364	3659728	int4	1	n	trn_id	\N
298	227	(none)	(none)	rdw_share	4897636	9795272	numeric	1	\N	(none)	\N
299	227	fin_sharesinstall	162	shi_pcc	4897636	9795272	int4	1	\N	shi_id	\N
300	227	fin_transactions	4945	trn_amount2_x2	8555364	3659728	int4	3	n	trn_id	\N
301	227	fin_transactions	4944	trn_amount2_x1	13453000	13455000	int4	3	\N	trn_id	\N
302	228	fin_transactions	4944	trn_amount1_x1	13453000	13455000	int4	1	\N	trn_id	\N
303	228	fin_transactions	4945	trn_amount1_x2	8555364	3659728	int4	1	n	trn_id	\N
304	228	(none)	(none)	rdw_share	4897636	9795272	numeric	1	\N	(none)	\N
305	228	fin_sharesinstall	162	shi_pcc	4897636	9795272	int4	1	\N	shi_id	\N
306	228	fin_transactions	4945	trn_amount2_x2	8555364	3659728	int4	3	n	trn_id	\N
307	228	fin_transactions	4944	trn_amount2_x1	13453000	13455000	int4	3	\N	trn_id	\N
308	230	fin_transfers	91	trf_amount_x1	11030119	12709636	int4	1	\N	trf_id	\N
